all_diag,dname
OA -EARLY -  KNEE JOINT,sec011_var001_Allopathic Diagnosis
BPH NON SPECIFIC MYALGIA OA -EARLY - KNEE JOINT,sec011_var001_Allopathic Diagnosis
C SPONDILITIS,sec011_var001_Allopathic Diagnosis
C.SPONDILITIS,sec011_var001_Allopathic Diagnosis
POST RETINAL DETACHMENT VISION IMPAIRED STATUS OS,sec011_var001_Allopathic Diagnosis
DIABETIC PERIPHERAL NEUROPATHY,sec011_var001_Allopathic Diagnosis
DIABETIC NEUROPATHY (PERIPHERAL NEURITIS),sec011_var001_Allopathic Diagnosis
HALLUS VULGUS +,sec011_var001_Allopathic Diagnosis
PLANUS ++,sec011_var001_Allopathic Diagnosis
INVERSION OF FOOT,sec011_var001_Allopathic Diagnosis
AUTOIMMUNE CONDITION -NEEDS EVALUATION-VASCULITIS,sec011_var001_Allopathic Diagnosis
COSTO CHONDRITIS,sec011_var001_Allopathic Diagnosis
POST VIRAL VERTIGO,sec011_var001_Allopathic Diagnosis
ASTHIGATA VATA,sec011_var001_Allopathic Diagnosis
A VASCULAR NECROSIS OF HEAD OF THE LEFT FEMUR,sec011_var001_Allopathic Diagnosis
GOUTY ARTHRITIS,sec011_var001_Allopathic Diagnosis
INJURY FOR 3RD TOE- EVALUATION,sec011_var001_Allopathic Diagnosis
MUSCULAR DYSTROPHY.,sec011_var001_Allopathic Diagnosis
VIT D /VIT B12 DIFECENCY,sec011_var001_Allopathic Diagnosis
DELAYED MILESTONE,sec011_var001_Allopathic Diagnosis
POST CVA-,sec011_var001_Allopathic Diagnosis
CEREBELLAR ATROPY.,sec011_var001_Allopathic Diagnosis
RHEUMOTOID ARTHRITIS WIT OSTEO ARTHRITIS,sec011_var001_Allopathic Diagnosis
RA-,sec011_var001_Allopathic Diagnosis
BURSITIS-OLECRANON BURSITIS,sec011_var001_Allopathic Diagnosis
GOLFER'S ELBOW-L,sec011_var001_Allopathic Diagnosis
OA ELBOW -L,sec011_var001_Allopathic Diagnosis
GOLFER'S ELBOW-L OA ELBOW -L,sec011_var001_Allopathic Diagnosis
OA ELBOW,sec011_var001_Allopathic Diagnosis
CHD,sec011_var001_Allopathic Diagnosis
OA(KNEE),sec011_var001_Allopathic Diagnosis
OA POST TRAUMATIC,sec011_var001_Allopathic Diagnosis
RT TRAPEZIUM SPASM,sec011_var001_Allopathic Diagnosis
MYALGIA-TRAPEZIUS,sec011_var001_Allopathic Diagnosis
REACTIVE ARTHRITIS,sec011_var001_Allopathic Diagnosis
CARPEL TUNNEL SYNDROME,sec011_var001_Allopathic Diagnosis
OBESE,sec011_var001_Allopathic Diagnosis
NON SPECIFIC - MYALGIA,sec011_var001_Allopathic Diagnosis
HYPERHYDROSIS,sec011_var001_Allopathic Diagnosis
DIABETIC NEUROPATHY,sec011_var001_Allopathic Diagnosis
ALLERGIC DERMATITIS,sec011_var001_Allopathic Diagnosis
PMS,sec011_var001_Allopathic Diagnosis
OSTEOPOROSIS WITH OA,sec011_var001_Allopathic Diagnosis
DM-II,sec011_var001_Allopathic Diagnosis
REJUVENATION,sec011_var001_Allopathic Diagnosis
PROSTATE ENLARGEMENT,sec011_var001_Allopathic Diagnosis
ACANTHOSIS,sec011_var001_Allopathic Diagnosis
SUBMUCOSAL ABSCESS,sec011_var001_Allopathic Diagnosis
E D,sec011_var001_Allopathic Diagnosis
NON SPECIFIC HEAD ACHE,sec011_var001_Allopathic Diagnosis
( OCCUPATIONAL GASTRONEMIUS MUSCLE DUE TO MILKING ),sec011_var001_Allopathic Diagnosis
NON SPECIFIC MYALGIA ( OCCUPATIONAL GASTRONEMIUS MUSCLE DUE TO MILKING ),sec011_var001_Allopathic Diagnosis
CEREBELLAR ATROPHY,sec011_var001_Allopathic Diagnosis
SECONDARY INFERTILITY,sec011_var001_Allopathic Diagnosis
CLIMATRIAX,sec011_var001_Allopathic Diagnosis
SENTINAL PILE WITH FISSURE IN ANO,sec011_var001_Allopathic Diagnosis
DM & HTN,sec011_var001_Allopathic Diagnosis
DISC HERNIATION IN L5-S1,sec011_var001_Allopathic Diagnosis
PRAMEHA,sec011_var001_Allopathic Diagnosis
SMALL VESSEL DISEASE,sec011_var001_Allopathic Diagnosis
PARKINSONISM-,sec011_var001_Allopathic Diagnosis
DM WITH CRF,sec011_var001_Allopathic Diagnosis
MODERATE PEDAL ODEMA,sec011_var001_Allopathic Diagnosis
TUBERCULOSIS MENINGITIS,sec011_var001_Allopathic Diagnosis
HYPER PIGMENTATION OF SKIN,sec011_var001_Allopathic Diagnosis
BURSITIS IN CALCANEAL REGION,sec011_var001_Allopathic Diagnosis
ARD-ATROPIC RHINITIS,sec011_var001_Allopathic Diagnosis
CALCANIAL SPUR,sec011_var001_Allopathic Diagnosis
ACHILLIS TENDINITIS,sec011_var001_Allopathic Diagnosis
STAUT,sec011_var001_Allopathic Diagnosis
CHOLELITHEASIS,sec011_var001_Allopathic Diagnosis
CHOLELITHEISIS,sec011_var001_Allopathic Diagnosis
O.A,sec011_var001_Allopathic Diagnosis
SCAITICA,sec011_var001_Allopathic Diagnosis
VIBHANDHA,sec011_var001_Allopathic Diagnosis
OA OF HIP JOINT,sec011_var001_Allopathic Diagnosis
ROTATOR CUFF  SYNDROME.,sec011_var001_Allopathic Diagnosis
DEGENERATIVE ACROMIOCLAVICULAR JT,sec011_var001_Allopathic Diagnosis
MULTIPLE SCLEROSIS,sec011_var001_Allopathic Diagnosis
# BB LT LEG - ORIF DONE,sec011_var001_Allopathic Diagnosis
HTN WITH THROMBATIC STROKE - RIGHT HEMIPARESIS,sec011_var001_Allopathic Diagnosis
ANAL FISSURE,sec011_var001_Allopathic Diagnosis
EARLY STAGE OF OSTEO ARTHRITIS,sec011_var001_Allopathic Diagnosis
ANKYLOSING SPONDYLITIS,sec011_var001_Allopathic Diagnosis
ACNE,sec011_var001_Allopathic Diagnosis
DISC HERNIATION AT L5-S1,sec011_var001_Allopathic Diagnosis
PERI ARTHRITIS,sec011_var001_Allopathic Diagnosis
CA LEFT LUNG,sec011_var001_Allopathic Diagnosis
AVASCULAR NECROSIS,sec011_var001_Allopathic Diagnosis
POST STROKE APHRASIA,sec011_var001_Allopathic Diagnosis
PCOS,sec011_var001_Allopathic Diagnosis
PAIN,sec011_var001_Allopathic Diagnosis
RASHES OVER SKIN FOR EVALUATION,sec011_var001_Allopathic Diagnosis
ROTATOR CUFF SYNDROME.,sec011_var001_Allopathic Diagnosis
TAKAYASU ARTERITIS,sec011_var001_Allopathic Diagnosis
OSTEOARTHRITIS.,sec011_var001_Allopathic Diagnosis
VATA VYADHI,sec011_var001_Allopathic Diagnosis
( KATI SHOOLA),sec011_var001_Allopathic Diagnosis
RT CALCANEAL SPUR,sec011_var001_Allopathic Diagnosis
COMPLICATION OF CHEMOTHERAPY,sec011_var001_Allopathic Diagnosis
RADIOTHERAPY  FOR CA OF CERVICAL AREA,sec011_var001_Allopathic Diagnosis
IHD,sec011_var001_Allopathic Diagnosis
DISLOCATION,sec011_var001_Allopathic Diagnosis
# D12,sec011_var001_Allopathic Diagnosis
OA/ SCALANES ANTICUS SYNDROME/ CERVICAL RIB SYNDROME,sec011_var001_Allopathic Diagnosis
AVN B/L- HEAD OF FEMUR,sec011_var001_Allopathic Diagnosis
SPHENOID WING MENINGIOMA,sec011_var001_Allopathic Diagnosis
MENINGIOMA,sec011_var001_Allopathic Diagnosis
DM WITH OA.,sec011_var001_Allopathic Diagnosis
VASCULITIS,sec011_var001_Allopathic Diagnosis
DANDRUFF,sec011_var001_Allopathic Diagnosis
BULKY UTERUS,sec011_var001_Allopathic Diagnosis
GOLFER'S ELBOW,sec011_var001_Allopathic Diagnosis
PAIN IN LEFT HEEL,sec011_var001_Allopathic Diagnosis
PERIPHERAL NEUROPATHY SECONDARY TO DM .,sec011_var001_Allopathic Diagnosis
PERIPHERAL NEUROPATHY SEC TO DM,sec011_var001_Allopathic Diagnosis
DIARRHEA,sec011_var001_Allopathic Diagnosis
SLIP DISC,sec011_var001_Allopathic Diagnosis
CAD,sec011_var001_Allopathic Diagnosis
CHOLESTEROL,sec011_var001_Allopathic Diagnosis
LUMBAR DISC PROLAPSE,sec011_var001_Allopathic Diagnosis
FOLLICULITIS,sec011_var001_Allopathic Diagnosis
WARTS,sec011_var001_Allopathic Diagnosis
MUSCLE SPASM,sec011_var001_Allopathic Diagnosis
SPONDYLOSIS,sec011_var001_Allopathic Diagnosis
MULTIPLE DISORDER-DM,sec011_var001_Allopathic Diagnosis
CERVICAL NEUROPATHY,sec011_var001_Allopathic Diagnosis
FUNGAL INFECTION OF NAIL,sec011_var001_Allopathic Diagnosis
WEB,sec011_var001_Allopathic Diagnosis
SANDHIGATHA VATA,sec011_var001_Allopathic Diagnosis
UTRICARIA,sec011_var001_Allopathic Diagnosis
CERVICAL EROSION,sec011_var001_Allopathic Diagnosis
POST VIRAL ARTHRITIS,sec011_var001_Allopathic Diagnosis
GOUT ARTHRITIS,sec011_var001_Allopathic Diagnosis
TENDINITIS,sec011_var001_Allopathic Diagnosis
HEAD ACHE,sec011_var001_Allopathic Diagnosis
PVD,sec011_var001_Allopathic Diagnosis
GENERAL WEAKNESS,sec011_var001_Allopathic Diagnosis
ANAEMIA,sec011_var001_Allopathic Diagnosis
IVDP -SCIATICA,sec011_var001_Allopathic Diagnosis
GB SYNDROME,sec011_var001_Allopathic Diagnosis
MYASTHENIA,sec011_var001_Allopathic Diagnosis
CERVVICAL MYLOPATHY,sec011_var001_Allopathic Diagnosis
LUMBAR SPONDYLOSIS WITH DISC DESSICATION,sec011_var001_Allopathic Diagnosis
DORSAL SPONDYLOSIS.,sec011_var001_Allopathic Diagnosis
DERMATITIS.,sec011_var001_Allopathic Diagnosis
MYOFASCIAL PAIN SYNDROME,sec011_var001_Allopathic Diagnosis
MEDAIL COLATERAL LIGAMENT STRAIN,sec011_var001_Allopathic Diagnosis
GIDDINESS - SECONDARY TO CERVICAL SPONDYLOSIS,sec011_var001_Allopathic Diagnosis
GIDDINESS SECONDARY TO CERVICAL SPONDYLOSIS,sec011_var001_Allopathic Diagnosis
DNS,sec011_var001_Allopathic Diagnosis
KT SYNDROME,sec011_var001_Allopathic Diagnosis
QUADRIPLEGIA-CVA,sec011_var001_Allopathic Diagnosis
ALLERGIC BRONCHITIS,sec011_var001_Allopathic Diagnosis
IVDP - OPERATED,sec011_var001_Allopathic Diagnosis
A VASCULAR NECROSIS OF LEFT HIP JOINT,sec011_var001_Allopathic Diagnosis
ABSCESS,sec011_var001_Allopathic Diagnosis
SPASM OF TRAPEZIUM,sec011_var001_Allopathic Diagnosis
HYPERTENSION,sec011_var001_Allopathic Diagnosis
GENU VALGUS WITH OA,sec011_var001_Allopathic Diagnosis
PRURITIS VULVA,sec011_var001_Allopathic Diagnosis
UMBLICAL HERNIA,sec011_var001_Allopathic Diagnosis
DM NEUROPATHY,sec011_var001_Allopathic Diagnosis
QUADRICEPS TENDINITIS,sec011_var001_Allopathic Diagnosis
INFRAPATELLAR BURSITIS,sec011_var001_Allopathic Diagnosis
SOFT TISSUE INJURY DUE TO TRAUMA,sec011_var001_Allopathic Diagnosis
GENERALIZED WEAKNESS,sec011_var001_Allopathic Diagnosis
MID BACK ACHE,sec011_var001_Allopathic Diagnosis
ULCERATIVE COLITIS,sec011_var001_Allopathic Diagnosis
MULTIPLE DISORDER,sec011_var001_Allopathic Diagnosis
ROTATOR CUFF TEAR,sec011_var001_Allopathic Diagnosis
ACL TEAR,sec011_var001_Allopathic Diagnosis
OBESITY.,sec011_var001_Allopathic Diagnosis
KATEESULA,sec011_var001_Allopathic Diagnosis
URIC ACIDIA,sec011_var001_Allopathic Diagnosis
TB,sec011_var001_Allopathic Diagnosis
LIPOMA,sec011_var001_Allopathic Diagnosis
BENIGNTUMOR,sec011_var001_Allopathic Diagnosis
CRACKED FOOT,sec011_var001_Allopathic Diagnosis
DIABETIC MELLITUS,sec011_var001_Allopathic Diagnosis
DIABETES MELLITUS TYPE-2,sec011_var001_Allopathic Diagnosis
LEFT HEMIPLEGIA,sec011_var001_Allopathic Diagnosis
LEFT CVA,sec011_var001_Allopathic Diagnosis
PARKINSONS DISEASE,sec011_var001_Allopathic Diagnosis
PARKINSON DOSEASE,sec011_var001_Allopathic Diagnosis
PD,sec011_var001_Allopathic Diagnosis
HEADACHE,sec011_var001_Allopathic Diagnosis
OESTEOPOROSIS,sec011_var001_Allopathic Diagnosis
STRAIN ON THE MEDIAL COLLATERAL LIGAMENT,sec011_var001_Allopathic Diagnosis
L,sec011_var001_Allopathic Diagnosis
RING WORM INFECTION,sec011_var001_Allopathic Diagnosis
FRONTAL DEMENTIA WITH ESS . HYPERTENSION,sec011_var001_Allopathic Diagnosis
MENOPAUSE,sec011_var001_Allopathic Diagnosis
RIGHT HIP OA,sec011_var001_Allopathic Diagnosis
KATI GRAHA,sec011_var001_Allopathic Diagnosis
PARKINSON DISORDER,sec011_var001_Allopathic Diagnosis
PSYCHOMOTOR EPILEPSY,sec011_var001_Allopathic Diagnosis
PSORIOTIC ARTHRITIS,sec011_var001_Allopathic Diagnosis
PARAPLEGIA,sec011_var001_Allopathic Diagnosis
ROTATOR CUFF SYNDROME,sec011_var001_Allopathic Diagnosis
TIREDNESS,sec011_var001_Allopathic Diagnosis
C SPONDYLITIDS,sec011_var001_Allopathic Diagnosis
FLATULENCE,sec011_var001_Allopathic Diagnosis
MND,sec011_var001_Allopathic Diagnosis
1-OBESITY GRADE 2,sec011_var001_Allopathic Diagnosis
2-PREDIABETES,sec011_var001_Allopathic Diagnosis
OSTEOARTHRITIS KNEE,sec011_var001_Allopathic Diagnosis
OBESITY GRADE - 3,sec011_var001_Allopathic Diagnosis
CERVICAL SPONDYLITIS.,sec011_var001_Allopathic Diagnosis
SLIP DISC IN LUMBAR REGION,sec011_var001_Allopathic Diagnosis
BPH- OPERATED,sec011_var001_Allopathic Diagnosis
DM- RECENTLY DIAGNOSED,sec011_var001_Allopathic Diagnosis
LUMBAR SACRAL STRAIN,sec011_var001_Allopathic Diagnosis
POST NATAL CARE,sec011_var001_Allopathic Diagnosis
MULTIPAL ARTHALGIA,sec011_var001_Allopathic Diagnosis
DIABETIC GANGRENE.,sec011_var001_Allopathic Diagnosis
CARCINOMA RIGHT BREAST,sec011_var001_Allopathic Diagnosis
LBA- FOR EVALUATION,sec011_var001_Allopathic Diagnosis
ANSARINE BURSITIS,sec011_var001_Allopathic Diagnosis
PARATENDONITIS,sec011_var001_Allopathic Diagnosis
PERONEAL NERVE INJURY- RT,sec011_var001_Allopathic Diagnosis
DISC BULGE IN L4 -L5 & L5-- S1,sec011_var001_Allopathic Diagnosis
DIABETIC RETINOPATHY,sec011_var001_Allopathic Diagnosis
APD.,sec011_var001_Allopathic Diagnosis
SUPRASPINATUS CYST,sec011_var001_Allopathic Diagnosis
ARTHRITIS  & PSORIASIS,sec011_var001_Allopathic Diagnosis
RA.,sec011_var001_Allopathic Diagnosis
DIABETES MELITUS,sec011_var001_Allopathic Diagnosis
AVASCULAR NECROSIS OF HIP,sec011_var001_Allopathic Diagnosis
HYPERLIPEMIA,sec011_var001_Allopathic Diagnosis
FATTY LIVER,sec011_var001_Allopathic Diagnosis
ARSHAS,sec011_var001_Allopathic Diagnosis
POLYARTHRITIS,sec011_var001_Allopathic Diagnosis
LOWER & UPPER BACK ACHE,sec011_var001_Allopathic Diagnosis
VIRAL WARTS,sec011_var001_Allopathic Diagnosis
IMMUNO COMPROMISED,sec011_var001_Allopathic Diagnosis
WITH PROSTATOMEGALY,sec011_var001_Allopathic Diagnosis
CALCANEUM SPUR,sec011_var001_Allopathic Diagnosis
SOFT TISSUE INJURY WITH OA - L KNEE.,sec011_var001_Allopathic Diagnosis
DIFFUSE TRAUMATIC BRAIN INJURY,sec011_var001_Allopathic Diagnosis
FACIAL BONE #,sec011_var001_Allopathic Diagnosis
HEMORRHOID,sec011_var001_Allopathic Diagnosis
NEUROPATHY,sec011_var001_Allopathic Diagnosis
OA IN BOTH KNEE,sec011_var001_Allopathic Diagnosis
DISC PROLAPSE,sec011_var001_Allopathic Diagnosis
HEEL PAIN,sec011_var001_Allopathic Diagnosis
DM T2 WITH OBESITY,sec011_var001_Allopathic Diagnosis
UTERINE FIBROID,sec011_var001_Allopathic Diagnosis
BENIGN FASCICULATION SYNDROME,sec011_var001_Allopathic Diagnosis
DIABETIC,sec011_var001_Allopathic Diagnosis
SLIP DISK,sec011_var001_Allopathic Diagnosis
GOUT,sec011_var001_Allopathic Diagnosis
DILATED CARDIOMYOPATHY,sec011_var001_Allopathic Diagnosis
MULTIPLE UTERINE FIBROID,sec011_var001_Allopathic Diagnosis
NON SPECIFIC MAYALGIA,sec011_var001_Allopathic Diagnosis
DIABETICE NEUROPATHY,sec011_var001_Allopathic Diagnosis
ADVANCED RA,sec011_var001_Allopathic Diagnosis
ARTHRALGIA,sec011_var001_Allopathic Diagnosis
TB SPINE-CERVICAL,sec011_var001_Allopathic Diagnosis
VAGINITIS,sec011_var001_Allopathic Diagnosis
TRAUMATIC T4 PARAPLEGIA.,sec011_var001_Allopathic Diagnosis
LATE ONSET OF BRONCHIAL ASTHMA WITH TYPE 2 RESPIRATORY FAILURE ISCHEMIC HEART DISEASE /UTI WITH SEPSIS ESSENTIAL HYPOTESION /TYPE 2 DM,sec011_var001_Allopathic Diagnosis
HYPOTHALAMIC OBESITY,sec011_var001_Allopathic Diagnosis
HYPOTHALAMIC OBESITY.,sec011_var001_Allopathic Diagnosis
DM TYPE -2,sec011_var001_Allopathic Diagnosis
INFLAMMATORY CONUS CAUDA MYELO RADICULITIS SYNDROME,sec011_var001_Allopathic Diagnosis
NEUROSARCOIDOSIS,sec011_var001_Allopathic Diagnosis
DM.,sec011_var001_Allopathic Diagnosis
OA. OSTEOPOROSIS.,sec011_var001_Allopathic Diagnosis
OA.,sec011_var001_Allopathic Diagnosis
OSTEOPOROSIS.,sec011_var001_Allopathic Diagnosis
SHOSHA- MND,sec011_var001_Allopathic Diagnosis
CVA / LEFT HEMIPLEGIA / ISCHEMIC STROKE,sec011_var001_Allopathic Diagnosis
PSORIATIC ARTHRITIS,sec011_var001_Allopathic Diagnosis
VATAKANTAKA,sec011_var001_Allopathic Diagnosis
OA WITH BURSITIS,sec011_var001_Allopathic Diagnosis
SEVERE OA,sec011_var001_Allopathic Diagnosis
LUMBOSACRAL SPONDYLOSIS,sec011_var001_Allopathic Diagnosis
HYPERCHOLESTEREMIA,sec011_var001_Allopathic Diagnosis
NON HEALING ULCER,sec011_var001_Allopathic Diagnosis
OA - KNEE JOINT,sec011_var001_Allopathic Diagnosis
CHRONIC PANCREATITIS,sec011_var001_Allopathic Diagnosis
CPP,sec011_var001_Allopathic Diagnosis
MYOTONIC DYSTROPHY,sec011_var001_Allopathic Diagnosis
SEVERE HEAD INJURY WITH B/L FRONTAL CONTUSION,sec011_var001_Allopathic Diagnosis
RT THIN FRONTAL EDH,sec011_var001_Allopathic Diagnosis
BRAIN STEM SONTUSION,sec011_var001_Allopathic Diagnosis
DIFFUSE AXONAL INJURY & B/L ORBITAL ROOT FRACTURE,sec011_var001_Allopathic Diagnosis
RT CLAVICULAR FRACTURE,sec011_var001_Allopathic Diagnosis
INTERSTITIAL LUNG DISEASE,sec011_var001_Allopathic Diagnosis
SERO -VE ARTHRITIS,sec011_var001_Allopathic Diagnosis
SJOGERN'S DISEASE,sec011_var001_Allopathic Diagnosis
VARICOSE ULCER WITH DM,sec011_var001_Allopathic Diagnosis
RT SCHWANOMA,sec011_var001_Allopathic Diagnosis
CRAMPS,sec011_var001_Allopathic Diagnosis
FIBROID UTERUS,sec011_var001_Allopathic Diagnosis
ACHALASIA CARDIA,sec011_var001_Allopathic Diagnosis
SLE,sec011_var001_Allopathic Diagnosis
DACRYOSTENOSIS,sec011_var001_Allopathic Diagnosis
HEPATITIS B,sec011_var001_Allopathic Diagnosis
TONSILITIS,sec011_var001_Allopathic Diagnosis
PHARINGITIS,sec011_var001_Allopathic Diagnosis
SENILE TREMORS,sec011_var001_Allopathic Diagnosis
RESTLESS LEG SYNDROME,sec011_var001_Allopathic Diagnosis
SENILE TREMORS RESTLESS LEG SYNDROME INSOMNIA,sec011_var001_Allopathic Diagnosis
URTI-,sec011_var001_Allopathic Diagnosis
POST HERPITIC NEURALGIAR,sec011_var001_Allopathic Diagnosis
MD,sec011_var001_Allopathic Diagnosis
PADADAHA,sec011_var001_Allopathic Diagnosis
LBP,sec011_var001_Allopathic Diagnosis
OVER WEIGHT,sec011_var001_Allopathic Diagnosis
GENU VARUM,sec011_var001_Allopathic Diagnosis
CEREBRAL PALSY WITH MENTAL RETARDATION,sec011_var001_Allopathic Diagnosis
LEFT FOOT DRY GANGRENE SECONDARY TO SEVERE PERIPHERAL VASCULAR DISEASE INVOLVING LOWER LIMB ARTERIES,sec011_var001_Allopathic Diagnosis
LEFT FOOT DRY GANGRENE SECONDARY TO SEVERE PERIPHERAL VASCULAR DISEASE INVOLVING LOWER LIMB ARTERIES .,sec011_var001_Allopathic Diagnosis
LUMBAR LORDOSIS,sec011_var001_Allopathic Diagnosis
HYPOCALCEMIC TETANY,sec011_var001_Allopathic Diagnosis
LEFT MCA HEMORRHAGIC INFARCT,sec011_var001_Allopathic Diagnosis
ACUTE DORSAL MYELOPATHY,sec011_var001_Allopathic Diagnosis
LIMB GIRDLE SYNDROME,sec011_var001_Allopathic Diagnosis
MENIERS SYNDROME.,sec011_var001_Allopathic Diagnosis
SEVERE PROSTATOMEGALY WITH SIGNIFICANT POST VOID RESIDUE.,sec011_var001_Allopathic Diagnosis
CORN,sec011_var001_Allopathic Diagnosis
AGE RELATED DEGENERATION OF BRAIN WITH DEMENTIA,sec011_var001_Allopathic Diagnosis
LUMBAR SPONDYLISTHESIS,sec011_var001_Allopathic Diagnosis
GIDDINESS,sec011_var001_Allopathic Diagnosis
IMBALANCE FOR EVALUATION,sec011_var001_Allopathic Diagnosis
DM - TYPE 2,sec011_var001_Allopathic Diagnosis
ATROPIC DERMATITIS,sec011_var001_Allopathic Diagnosis
HYPOTHYRODISM,sec011_var001_Allopathic Diagnosis
COPD,sec011_var001_Allopathic Diagnosis
OA KNEE JOINT B/L,sec011_var001_Allopathic Diagnosis
FIBROMYELENGIOMA,sec011_var001_Allopathic Diagnosis
DYSMENORRHOEA,sec011_var001_Allopathic Diagnosis
SPONDYLOLISTHESIS,sec011_var001_Allopathic Diagnosis
SPONDOLOLISTHESIS,sec011_var001_Allopathic Diagnosis
LAMBAR SPONDILOSIS WITH CYST IN THE BICEPS TENDON,sec011_var001_Allopathic Diagnosis
DIARRHOREA,sec011_var001_Allopathic Diagnosis
PANCREATITS,sec011_var001_Allopathic Diagnosis
OBESITY - GRADE - 2,sec011_var001_Allopathic Diagnosis
FISSURE IN ANO WITH SKIN TAG AT 7OCLOCK POSITION.,sec011_var001_Allopathic Diagnosis
HYPO CALCEMIC TETANY .,sec011_var001_Allopathic Diagnosis
GASTRITIS SECONDARY DUE TO ANALGESIC DRUG ABUSED,sec011_var001_Allopathic Diagnosis
NON SPECIFIC PAIN IN THE LEFT ANKLE,sec011_var001_Allopathic Diagnosis
LOWBACKACHE,sec011_var001_Allopathic Diagnosis
PSORIASIS WITH ARTHRITIS,sec011_var001_Allopathic Diagnosis
OSTEOARTHRITIS WITH BURSITIS,sec011_var001_Allopathic Diagnosis
LONG SEGMENT MYELITIS,sec011_var001_Allopathic Diagnosis
MIGRAIN,sec011_var001_Allopathic Diagnosis
AVASCULAR NECROSIS INVOLVING THE RIGHT & LEFT FEMORAL HEAD.,sec011_var001_Allopathic Diagnosis
AVASCULAR NECROSIS INVOLVING THE RIGHT,sec011_var001_Allopathic Diagnosis
LEFT FEMORAL HEAD.,sec011_var001_Allopathic Diagnosis
AVASCULAR NECROSIS INVOLVING RT & LT FEMORAL HEAD,sec011_var001_Allopathic Diagnosis
G B SYNDROME,sec011_var001_Allopathic Diagnosis
TRIGEMINAL NEURALGIA,sec011_var001_Allopathic Diagnosis
TRIGEMINAL NEURALGIA.,sec011_var001_Allopathic Diagnosis
TRIGEMINAL NEUSLGIA.,sec011_var001_Allopathic Diagnosis
TRIGEMINAL NEUROLGIA,sec011_var001_Allopathic Diagnosis
TRIGEMINAL NUERALGIA,sec011_var001_Allopathic Diagnosis
KNEE JOINT PAIN,sec011_var001_Allopathic Diagnosis
TRIGEMINAL NEURALGIA-RECOVERY,sec011_var001_Allopathic Diagnosis
TRIGEMINAL NEURALGIA RESOLVED,sec011_var001_Allopathic Diagnosis
URTICARIA- RELIEVED,sec011_var001_Allopathic Diagnosis
NECK PAIN FOR EVALUATION,sec011_var001_Allopathic Diagnosis
TRIGEMIAL NEURALGIA,sec011_var001_Allopathic Diagnosis
POST RF LESIONING STATUS,sec011_var001_Allopathic Diagnosis
TRIGEMIAL NEURALGIA POST RF LESIONING STATUS,sec011_var001_Allopathic Diagnosis
TRIGEMINAL NURALGIA,sec011_var001_Allopathic Diagnosis
SCOLIOSIS,sec011_var001_Allopathic Diagnosis
KIDNEY STONE,sec011_var001_Allopathic Diagnosis
L 4 L5 CANAL STENOSIS,sec011_var001_Allopathic Diagnosis
L4 _L5 CANAL STENOSIS,sec011_var001_Allopathic Diagnosis
ARTERIAL CLAUDICATION,sec011_var001_Allopathic Diagnosis
TAO,sec011_var001_Allopathic Diagnosis
ANKLE SPRAIN,sec011_var001_Allopathic Diagnosis
SOFT TISSUE INJURY,sec011_var001_Allopathic Diagnosis
CEREBELLAR ATAXIA,sec011_var001_Allopathic Diagnosis
DENTAL CARIES,sec011_var001_Allopathic Diagnosis
DIABETIS MELLITUS,sec011_var001_Allopathic Diagnosis
PERUNIAL NERVE INJURY,sec011_var001_Allopathic Diagnosis
INJURY TO PERUNIAL NERVE,sec011_var001_Allopathic Diagnosis
INJURY TO PERINEAL NERVE,sec011_var001_Allopathic Diagnosis
RHEMATOID ARTHRITIS,sec011_var001_Allopathic Diagnosis
APD -RESOLUTION,sec011_var001_Allopathic Diagnosis
OVERWEIGHT,sec011_var001_Allopathic Diagnosis
EARLY STAGE OF DM,sec011_var001_Allopathic Diagnosis
PSORIATIC ARHTRITIS,sec011_var001_Allopathic Diagnosis
CERVICAL MYELOPATHY,sec011_var001_Allopathic Diagnosis
CERVICAL MEYLOPATHY,sec011_var001_Allopathic Diagnosis
SIATICA,sec011_var001_Allopathic Diagnosis
LEG PAIN FOR EVALUATION,sec011_var001_Allopathic Diagnosis
TRIGEMINAL NEUROSIS,sec011_var001_Allopathic Diagnosis
DIABETICS,sec011_var001_Allopathic Diagnosis
