season,Code,description,yr2010,yr2011,yr2012,yr2013,yr2014,yr2015,yr2016,yr2017
03 Varsha Rutu,N4.50.2.0,Netra Roga - Sarvagata - Adhimantha,,,,,,,1,2
03 Varsha Rutu,N4.50.2.1,Netra Roga - Sarvagata - Adhimantha - Kaphaja Adhimantha,,,,,,,1,1
03 Varsha Rutu,N4.50.2.4,Netra Roga - Sarvagata - Adhimantha - Vaataja Adhimantha,,,,,,,1,
03 Varsha Rutu,N4.50.9,Netra Roga - Sarvagata - Shushkaakshi Paaka,,,,,,1,,1
03 Varsha Rutu,N4.51.0,Netra Roga - Vaataja,,,,,,,,1
03 Varsha Rutu,N4.55.30,Netra Roga - Vartmagata - Utsanga,,,,,1,,1,
03 Varsha Rutu,N5.0,Nidra Viparyaya / Nidra Bhanga,,,,,,,,2
03 Varsha Rutu,O1.0,Ojavikriti,,,,1,,,,
03 Varsha Rutu,O1.4,Ojavikriti - Ojovisramsa,,,,,3,2,3,2
03 Varsha Rutu,P2.0,Pandu,,,2,1,1,3,4,2
03 Varsha Rutu,P2.2,Pandu- pitta,,,4,,,,,
03 Varsha Rutu,P3.0,Pidaka,,,2,1,,,,1
03 Varsha Rutu,P5.0,Prameha,,,40,61,159,92,110,74
03 Varsha Rutu,P5.1,Prameha - Krusha,,,,3,,1,,
03 Varsha Rutu,P5.2,Prameha - Pidaka,,,1,1,1,,,
03 Varsha Rutu,P5.3,Prameha - Sthula,,,2,6,1,,,
03 Varsha Rutu,P5.4,Prameha - Upadrava,,,3,15,11,13,6,1
03 Varsha Rutu,P5.5,Pramehajanya - Netraroga,,,,2,1,,,5
03 Varsha Rutu,S0.0,Saamavata,,,,,2,6,4,8
03 Varsha Rutu,S1.0,Sheetapitta,,,,3,4,1,1,7
03 Varsha Rutu,S10.0,Stambha,,,,,,,2,
03 Varsha Rutu,S10.1,Stambha - Baahu Stambha,,,1,,,,1,1
03 Varsha Rutu,S10.10,Stambha - Prishtha Stambha,,,,,2,,,
03 Varsha Rutu,S10.13,Stambha - Siraa Stambha,,,,1,,,,
03 Varsha Rutu,S10.4,Stambha - Greevaa Stambha,,,1,1,,,4,1
03 Varsha Rutu,S10.5,Stambha - Hanu Stambha,,,,,,,1,1
03 Varsha Rutu,S13.0,Sthaanabhedena Graha,,,,,1,,,1
03 Varsha Rutu,S13.11,Sthaanabhedena Graha - Katee Graha,,,20,29,35,62,71,55
03 Varsha Rutu,S13.13,Sthaanabhedena Graha - Manyaa Graha,,,2,,1,,,
03 Varsha Rutu,S13.14,Sthaanabhedena Graha - Marma Graha,,,,,,1,,
03 Varsha Rutu,S13.19,Sthaanabhedena Graha - Prishtha Graha,,,,,8,14,8,7
03 Varsha Rutu,S13.20,Sthaanabhedena Graha - Shiro Graha,,,,1,,,,
03 Varsha Rutu,S13.23,Sthaanabhedena Graha - Vaak Graha,,,,,2,2,3,
03 Varsha Rutu,S13.3,Sthaanabhedena Graha - Gala Graha,,,1,,,,,
03 Varsha Rutu,S13.7,Sthaanabhedena Graha - Jaanugraha,,,,1,,,,
03 Varsha Rutu,S13.8,Sthaanabhedena Graha - Janghaa Graha,,,,,,,,1
03 Varsha Rutu,S14.0,Sthaanabhedena Shoola,,,2,14,14,19,13,33
03 Varsha Rutu,S14.1,Sthaanabhedena Shoola - Aamaashaya Shoola,,,1,,,,4,1
03 Varsha Rutu,S14.13,Sthaanabhedena Shoola - Gulpha Shoola,,,3,,,1,6,3
03 Varsha Rutu,S14.14,Sthaanabhedena Shoola - Hanu Shoola,,,,1,,,,
03 Varsha Rutu,S14.15,Sthaanabhedena Shoola - Hasta Shoola,,,,,,1,4,
03 Varsha Rutu,S14.16,Sthaanabhedena Shoola - Hrid Shoola,,,,1,,,,
03 Varsha Rutu,S14.17,Sthaanabhedena Shoola - Jaanu Shoola,,,,16,10,12,1,9
03 Varsha Rutu,S14.18,Sthaanabhedena Shoola - Janghaa Shoola,,,,1,1,1,3,5
03 Varsha Rutu,S14.2,Sthaanabhedena Shoola - Aantra Shoola,,,1,,1,,,
03 Varsha Rutu,S14.21,Sthaanabhedena Shoola - Katee Shoola,,,18,54,62,52,54,116
03 Varsha Rutu,S14.23,Sthaanabhedena Shoola - Kukshi Shoola,,,,2,,2,1,1
03 Varsha Rutu,S14.24,Sthaanabhedena Shoola - Manyaa Shoola,,,,2,,3,,2
03 Varsha Rutu,S14.3,Sthaanabhedena Shoola - Amsa Shoola,,,1,4,4,1,3,2
03 Varsha Rutu,S14.4,Sthaanabhedena Shoola - Anga Shoola,,,2,1,1,12,4,4
03 Varsha Rutu,S14.5,Sthaanabhedena Shoola - Anguli Shoola,,,,1,,,,
03 Varsha Rutu,S14.6,Sthaanabhedena Shoola - Asthi Shoola,,,2,3,2,,,
03 Varsha Rutu,S14.7,Sthaanabhedena Shoola - Baahu Shoola,,,3,2,8,20,14,6
03 Varsha Rutu,S15.31,Sthaanabhedena Shoola - Paada Shoola,,,2,2,5,5,7,3
03 Varsha Rutu,S15.32,Sthaanabhedena Shoola - Paarshni Shoola,,,,1,,,,
03 Varsha Rutu,S15.33,Sthaanabhedena Shoola - Pakvaashaya Shoola,,,,,1,,,
03 Varsha Rutu,S15.36,Sthaanabhedena Shoola - Prishtha Shoola,,,,8,3,4,3,1
03 Varsha Rutu,S15.38,Sthaanabhedena Shoola - Shirah Shoola,,,,5,8,1,,2
03 Varsha Rutu,S15.41,Sthaanabhedena Shoola - Sakthi Shoola,,,,,,2,,
03 Varsha Rutu,S15.42,Sthaanabhedena Shoola - Sandhi Shoola,,,1,6,2,2,,2
03 Varsha Rutu,S15.43,Sthaanabhedena Shoola - Skandha Shoola,,,1,1,,,,
03 Varsha Rutu,S15.47,Sthaanabhedena Shoola - Trika Shoola,,,,2,,,,
03 Varsha Rutu,S15.48,Sthaanabhedena Shoola - Urah Shoola,,,,,,,,2
03 Varsha Rutu,S16.0,Sthaulya,,,8,1,52,72,56,50
03 Varsha Rutu,S16.1,Stree Roga,,,4,1,6,7,5,3
03 Varsha Rutu,S16.10,Stree Roga - Shvetapradara,,,,1,1,2,4,3
03 Varsha Rutu,S16.19.0,Stree Roga - Rajo Dushti,,,,,,,1,
03 Varsha Rutu,S16.2,Stree Roga - Aartavanaasha,,,,,,,,1
03 Varsha Rutu,S16.20.0,Stree Roga - Raktapradara,,,,1,,,1,6
03 Varsha Rutu,S16.20.7,STREEROGA - RAJONIVRITHI,,,,,,,1,
03 Varsha Rutu,S16.20.8,STREEROGA - RAJONIVRITHI VIKARA,,,,,,,,6
03 Varsha Rutu,S16.21.0,Stree Roga - Sootikaa Roga,,,,1,,,1,
03 Varsha Rutu,S16.21.4,STREEROGA - SOOTIKAA PARICHARYA,,,,,,,1,1
03 Varsha Rutu,S16.22,Stree Roga - Stana Roga,,,1,2,,,1,
03 Varsha Rutu,S16.29.1,Stree Roga - Yoni Kandoo,,,,1,,,3,
03 Varsha Rutu,S16.3,Stree Roga - Anaartava,,,,1,,,,
03 Varsha Rutu,S16.30.0,Stree Roga - Yonivyaapad,,,3,,1,,,
03 Varsha Rutu,S16.30.10,Stree Roga - Yonivyaapad - Karninee,,,5,,,,,
03 Varsha Rutu,S16.30.12,Stree Roga - Yonivyaapad - Mahaayoni,,,,,,,1,1
03 Varsha Rutu,S16.30.13,Stree Roga - Yonivyaapad - Pariplutaa,,,,,,,,3
03 Varsha Rutu,S16.30.15,Stree Roga - Yonivyaapad - Pittalaa,,,,,,1,,
03 Varsha Rutu,S16.30.23,Stree Roga - Yonivyaapad - Udaavartaa,,,,,,,,2
03 Varsha Rutu,S16.30.9,Stree Roga - Yonivyaapad - Kaphajaa,,,,,,,,2
03 Varsha Rutu,S16.9,Stree Roga - Raja Kshaya,,,,2,,,,
03 Varsha Rutu,S17.0,Supti,,,1,,,2,4,5
03 Varsha Rutu,S17.1,Supti - Paada Supti,,,,,3,1,3,1
03 Varsha Rutu,S18.0,Swastha,,,,,1,6,10,10
03 Varsha Rutu,S18.1,Swaasthya Pareeksha,,,,,15,1,3,6
03 Varsha Rutu,S1A.0,Shoola,,,,1,,3,1,1
03 Varsha Rutu,S1A.4,Shoola - Parinaama Shoola,,,,1,,,,2
03 Varsha Rutu,S2.0,Shiroroga,,,3,,1,1,,
03 Varsha Rutu,S2.10,Shiroroga - Shirahshoola,,,5,8,6,6,14,3
03 Varsha Rutu,S2.13,Shiroroga - Anantavaata,,,,,1,1,,
03 Varsha Rutu,S2.14,Shiroroga - Ardhaavabhedaka,,,1,1,2,,2,5
03 Varsha Rutu,S2.15.2,Shiroroga - Kapaalagata Shiroroga - Daarunaka,,,1,,,1,1,1
03 Varsha Rutu,S2.15.4,Shiroroga - Kapaalagata Shiroroga - Khaalitya,,,,,,,,1
03 Varsha Rutu,S2.15.5,Shirorog - Kapaalagata Shiroroga - Paalitya,,,1,,1,,,
03 Varsha Rutu,S2.16.1,Shiroroga - Kaphaja Shiroroga - Shirahshoola,,,,,,1,1,1
03 Varsha Rutu,S2.19.1,Shiroroga - Pittaja Shiroroga - Shirahshoola,,,,,,,1,2
03 Varsha Rutu,S2.23,Shiroroga - Shirah Kampa,,,,1,,,,
03 Varsha Rutu,S2.25.2,Shiroroga - Vaataja Shiroroga - Shirahshoola,,,,,,1,,
03 Varsha Rutu,S2.4,Shiroroga - Shankha Shoola,,,,,1,,,
03 Varsha Rutu,S2.7,Shiroroga - Shira Supti,,,,,,,,1
03 Varsha Rutu,S2.9,Shiroroga - Shirah Pradeshastha Paaka,,,,1,,,,
03 Varsha Rutu,S3.0,Shotha,,,3,2,5,7,10,4
03 Varsha Rutu,S3.3,Shrama,,,,,3,3,3,5
03 Varsha Rutu,S3A.0,Shrama,,,,,,,,1
03 Varsha Rutu,S4.0,Shvaasa,,,1,7,13,21,21,14
03 Varsha Rutu,S4.4,Shvaasa-tamaka shvasa,,,1,2,3,,,
03 Varsha Rutu,S5.0,Shvitra,,,,1,2,3,3,
03 Varsha Rutu,U1.0,Udaavarta,,,3,,2,1,,
03 Varsha Rutu,U2.0,Udara,,,,,1,,,
03 Varsha Rutu,U2.4,Udara- yakrut-pleeha,,,1,,,4,1,1
03 Varsha Rutu,U2.6,Udara-jalodara,,,,,1,,1,1
03 Varsha Rutu,U3.0,Udarda,,,,,,,1,
03 Varsha Rutu,U4.0,Unmaada,,,,2,1,,1,
03 Varsha Rutu,U4.7,Unmaada - Manokhedaja,,,,,,,,1
03 Varsha Rutu,U5.0,Urahkshata,,,1,,,,,
03 Varsha Rutu,V.10,Vatavyadhi - Avrita Vata,,,,,,,,2
03 Varsha Rutu,V1.0,Vaatarakta,,,20,16,23,37,36,42
03 Varsha Rutu,V1.2,Vaatarakta - Gambheera,,,1,,,1,1,
03 Varsha Rutu,V1.4,Vaatarakta - Kaphaadhika Vaatarakta,,,,,,,1,
03 Varsha Rutu,V1.5,Vaatarakta - Pittaadhika Vaatarakta,,,,,,,1,3
03 Varsha Rutu,V1.8,Vaatarakta - Vaata Kaphaja,,,1,,,1,,
03 Varsha Rutu,V1.9,Vaatarakta - Vaataadhika Vaatarakta,,,,,,,1,
03 Varsha Rutu,V10.11,Vatavyadhi - Avrita Vata - Mamsavrita Vata,,,,,,,,1
03 Varsha Rutu,V10.20,Vatavyadhi - Avrita Vata - Prana avrita Samana,,,,,,,,1
03 Varsha Rutu,V11.1,Vatavyadhi - Gatatva  - Amashayagata Vata,,,,,,,,1
03 Varsha Rutu,V11.7,Vatavyadhi - Gatatva  - Sandhigata Vata,,,,,,,,1
03 Varsha Rutu,V13.0,Vrana,,,,2,2,4,3,
03 Varsha Rutu,V13.1.3,Vrana - Aagantuja (Sadyo) Vrana - Dagdha Vrana,,,1,,,,,
03 Varsha Rutu,V13.3,Vrana - Dushta Vrana,,,1,,2,1,3,3
03 Varsha Rutu,V13.8,Vrana - Kaphavaataraktaja Vrana,,,,1,,,,
03 Varsha Rutu,V15.0,Vriddhi,,,,1,,,,
03 Varsha Rutu,V16.0,Vrikka Roga,,,,2,7,6,16,7
03 Varsha Rutu,V2.0,Vaatavyaadhi,,,90,267,274,100,60,104
03 Varsha Rutu,V2.10,Vaatavyaadhi - Avabaahuka,,,12,11,62,78,98,58
03 Varsha Rutu,V2.12,Vaatavyaadhi - Stabdhagaatra,,,,,1,,,
03 Varsha Rutu,V2.13,Vaatavyaadhi - Avasthaa - Supti,,,1,,2,,,
03 Varsha Rutu,V2.16,Vaatavyaadhi - Baahugata Vaata,,,1,1,3,,1,
03 Varsha Rutu,V2.19,Vaatavyaadhi - Dandaapataanaka,,,,,,,,1
03 Varsha Rutu,V2.2,Vaatavyaadhi - Aadhmaana,,,2,1,10,11,11,3
03 Varsha Rutu,V2.21,Vaatavyaadhi - Ekaangavaata,,,2,1,1,,1,
03 Varsha Rutu,V2.23,Vaatavyaadhi - Gridhrasee,,,43,69,129,182,232,228
03 Varsha Rutu,V2.3.0,Vaatavyaadhi - Aakshepaka,,,1,,,,,
03 Varsha Rutu,V2.3.1,Vaatavyaadhi - Aakshepaka - Abhighaataja,,,,1,,,,
03 Varsha Rutu,V2.30,Vaatavyaadhi - Jaanugata Vaata,,,8,,5,,1,1
03 Varsha Rutu,V2.31,Vaatavyaadhi - Janghaagata Vaata,,,,1,2,,,
03 Varsha Rutu,V2.34.0,Vaatavyaadhi - Kampa,,,2,7,9,15,12,14
03 Varsha Rutu,V2.34.1,Vaatavyaadhi - Kampa - Baahu Kampa,,,,,1,,,1
03 Varsha Rutu,V2.36,Vaatavyaadhi - Kateegata Vaata,,1,51,24,20,4,6,18
03 Varsha Rutu,V2.38,Vaatavyaadhi - Khanja,,,,,2,1,,
03 Varsha Rutu,V2.4.1,Vaatavyaadhi - Aavritavaata - Kaphaavrita Vaata,,,,1,,,,2
03 Varsha Rutu,V2.4.2,Vaatavyaadhi - Aavritavaata - Pittaavrita Vaata,,,,,,,,1
03 Varsha Rutu,V2.40,Vaatavyaadhi - Kroshtukasheersha,,,,,,1,1,
03 Varsha Rutu,V2.42,Vaatavyaadhi - Maamsagata Vaata,,,7,3,1,2,2,
03 Varsha Rutu,V2.43,Vaatavyaadhi - Maamsamedogata Vaata,,,,,,,1,
03 Varsha Rutu,V2.46,Vaatavyaadhi - Manyaagata Vaata,,,6,,,1,1,
03 Varsha Rutu,V2.47,Vaatavyaadhi - Manyaastambha,,,,,1,4,,3
03 Varsha Rutu,V2.49,Vaatavyaadhi - Minmin,,,1,,,,,
03 Varsha Rutu,V2.53,Vaatavyaadhi - Paadadaaha,,,,,1,,2,
03 Varsha Rutu,V2.56,Vaatavyaadhi - Pakvaashayasthita Vaata,,,,2,,,,
03 Varsha Rutu,V2.56.0,Vaatavyaadhi - Pakshavadha,,,4,10,16,12,12,10
03 Varsha Rutu,V2.56.2,Vaatavyaadhi - Pakshavadha - Pittaja,,,1,,,,,
03 Varsha Rutu,V2.57,Vaatavyaadhi - Pangutva,,,,,2,,2,1
03 Varsha Rutu,V2.61,Vaatavyaadhi - Prishthagata Vaata,,,,1,1,,,1
03 Varsha Rutu,V2.63,Vaatavyaadhi - Sandhigata Vaata,,,170,87,234,280,275,262
03 Varsha Rutu,V2.64,Vaatavyaadhi - Sarvaangagata Vaata,,,10,,2,,2,1
03 Varsha Rutu,V2.65,Vaatavyaadhi - Shaakhaagata Vaata,,,2,,,1,,
03 Varsha Rutu,V2.68,Vaatavyaadhi - Siraagata Vaata,,,2,2,2,1,3,3
03 Varsha Rutu,V2.7,Vaatavyaadhi - Ardita,,,1,1,1,1,1,2
03 Varsha Rutu,V2.70,Vaatavyaadhi - Snaayugata Vaata,,,1,,1,1,,3
03 Varsha Rutu,V2.72,Vaatavyaadhi - Trikgata Vaata,,,,1,,,,
03 Varsha Rutu,V2.73,Vaatavyaadhi - Tvaggata Vaata,,,,,1,,,
03 Varsha Rutu,V2.75,Vaatavyaadhi - Vaatakantaka,,,6,1,6,10,13,22
03 Varsha Rutu,V2.77,Vaatavyaadhi - Vishvaachee,,,5,3,,2,2,6
